TABLE,COLUMN
EKPO,TC_AUT_DET
EKPO,MANUAL_TC_REASON
EKPO,FISCAL_INCENTIVE
EKPO,TAX_SUBJECT_ST
EKPO,FISCAL_INCENTIVE_ID
EKPO,SF_TXJCD
EKPO,/BEV1/NEGEN_ITEM
EKPO,/BEV1/NEDEPFREE
EKPO,/BEV1/NESTRUCCAT
EKPO,/CWM/WABWE
EKPO,ADVCODE
EKPO,BUDGET_PD
EKPO,EXCPE
EKPO,FMFGUS_KEY
EKPO,IUID_RELEVANT
EKPO,MRPIND
EKPO,OIPIPEVAL
EKPO,OIC_LIFNR
EKPO,OIC_DCITYC
EKPO,OIC_DCOUNC
EKPO,OIC_DREGIO
EKPO,OIC_DLAND1
EKPO,OIC_OCITYC
EKPO,OIC_OCOUNC
EKPO,OIC_OREGIO
EKPO,OIC_OLAND1
EKPO,OIC_PORGIN
EKPO,OIC_PDESTN
EKPO,OIC_PTRIP
EKPO,OIC_PBATCH
EKPO,OIC_MOT
EKPO,OIC_AORGIN
EKPO,OIC_ADESTN
EKPO,OIC_TRUCKN
EKPO,OIA_BASELO
EKPO,OITAXFROM
EKPO,OIHANTYP
EKPO,OIPRICIE
EKPO,OITAXTO
EKPO,OITAXCON
EKPO,OITAXGRP
EKPO,OIOILCON
EKPO,OIINEX
EKPO,OIEXGNUM
EKPO,OIEXGTYP
EKPO,OIFEETOT
EKPO,OIFEEDT
EKPO,OINETCYC
EKPO,OIFERP
EKPO,OIFEECH
EKPO,OIA_IPMVAT
EKPO,OIA_SPLTIV
EKPO,OIVATH
EKPO,OIVATF
EKPO,OISBREL
EKPO,OIBASPROD
EKPO,OITRKNR
EKPO,OITRKJR
EKPO,OIEXTNR
EKPO,OIITMNR
EKPO,OIFTIND
EKPO,OIPRIOP
EKPO,OITRIND
EKPO,OIGHNDL
EKPO,OIUMBAR
EKPO,OITXCON1
EKPO,OITXCON2
EKPO,OITXCON3
EKPO,OITXCON4
EKPO,OITXCON5
EKPO,OITXCON6
EKPO,OID_EXTBOL
EKPO,OID_MISCDL
EKPO,OIMATCYC
EKPO,OIEDOK
EKPO,OIEDBAL
EKPO,OIEDBALM
EKPO,OICERTF1
EKPO,OIDATFM1
EKPO,OIDATTO1
EKPO,OIH_LICTP
EKPO,OIH_LICIN
EKPO,OIH_LCFOL
EKPO,OIH_FOLQTY
EKPO,OIEDOK_GI
EKPO,OIEDBAL_GI
EKPO,OIEDBALM_GI
EKPO,OIHANTYP_GI
EKPO,OIINEX_GI
EKPO,OITAXGRP_GI
EKPO,OICERTF1_GI
EKPO,OIDATFM1_GI
EKPO,OIDATTO1_GI
EKPO,OIH_LICTP_GI
EKPO,OIH_LICIN_GI
EKPO,OIH_LCFOL_GI
EKPO,OIH_FOLQTY_GI
EKPO,OIO_RFBLN
EKPO,OIO_RFBLP
EKPO,SGT_SCAT
EKPO,SGT_RCAT
EKPO,WRF_CHARSTC1
EKPO,WRF_CHARSTC2
EKPO,WRF_CHARSTC3
EKPO,ZGSRM_REQDAT
EKPO,ZGSRM_REQNO
EKPO,ZGSRM_REQPOS
EKPO,ZZGHPC
EKPO,ZZ_RETDD
EKPO,ZZ_PCTYPE
EKPO,ZZ_AUFNR
EKPO,ZZ_ARC
EKPO,ZZSD_POSNR_CO
EKPO,ZZDISTRIBUTE
EKPO,REFSITE
EKPO,SERRU
EKPO,SERNP
EKPO,DISUB_SOBKZ
EKPO,DISUB_PSPNR
EKPO,DISUB_KUNNR
EKPO,DISUB_VBELN
EKPO,DISUB_POSNR
EKPO,DISUB_OWNER
EKPO,FSH_SEASON_YEAR
EKPO,FSH_SEASON
EKPO,FSH_COLLECTION
EKPO,FSH_THEME
EKPO,FSH_ATP_DATE
EKPO,FSH_VAS_REL
EKPO,FSH_VAS_PRNT_ID
EKPO,FSH_TRANSACTION
EKPO,FSH_ITEM_GROUP
EKPO,FSH_ITEM
EKPO,FSH_SS
EKPO,FSH_GRID_COND_REC
EKPO,FSH_PSM_PFM_SPLIT
EKPO,CNFM_QTY
EKPO,FSH_PQR_UEPOS
EKPO,REF_ITEM
EKPO,SOURCE_ID
EKPO,SOURCE_KEY
EKPO,PUT_BACK
EKPO,POL_ID
EKPO,CONS_ORDER
T370K_T,MANDT
T370K_T,SPRAS
T370K_T,EQART
T370K_T,EARTX
ADR6,CLIENT
ADR6,ADDRNUMBER
ADR6,PERSNUMBER
ADR6,DATE_FROM
ADR6,CONSNUMBER
ADR6,FLGDEFAULT
ADR6,FLG_NOUSE
ADR6,HOME_FLAG
ADR6,SMTP_ADDR
ADR6,SMTP_SRCH
ADR6,DFT_RECEIV
ADR6,R3_USER
ADR6,ENCODE
ADR6,TNEF
ADR6,VALID_FROM
ADR6,VALID_TO
ADRC,CLIENT
ADRC,ADDRNUMBER
ADRC,DATE_FROM
ADRC,NATION
ADRC,DATE_TO
ADRC,TITLE
ADRC,NAME1
ADRC,NAME2
ADRC,NAME3
ADRC,NAME4
ADRC,NAME_TEXT
ADRC,NAME_CO
ADRC,CITY1
ADRC,CITY2
ADRC,CITY_CODE
ADRC,CITYP_CODE
ADRC,HOME_CITY
ADRC,CITYH_CODE
ADRC,CHCKSTATUS
ADRC,REGIOGROUP
ADRC,POST_CODE1
ADRC,POST_CODE2
ADRC,POST_CODE3
ADRC,PCODE1_EXT
ADRC,PCODE2_EXT
ADRC,PCODE3_EXT
ADRC,PO_BOX
ADRC,DONT_USE_P
ADRC,PO_BOX_NUM
ADRC,PO_BOX_LOC
ADRC,CITY_CODE2
ADRC,PO_BOX_REG
ADRC,PO_BOX_CTY
ADRC,POSTALAREA
ADRC,TRANSPZONE
ADRC,STREET
ADRC,DONT_USE_S
ADRC,STREETCODE
ADRC,STREETABBR
ADRC,HOUSE_NUM1
ADRC,HOUSE_NUM2
ADRC,HOUSE_NUM3
ADRC,STR_SUPPL1
ADRC,STR_SUPPL2
ADRC,STR_SUPPL3
ADRC,LOCATION
ADRC,BUILDING
ADRC,FLOOR
ADRC,ROOMNUMBER
ADRC,COUNTRY
ADRC,LANGU
ADRC,REGION
ADRC,ADDR_GROUP
ADRC,FLAGGROUPS
ADRC,PERS_ADDR
ADRC,SORT1
ADRC,SORT2
ADRC,SORT_PHN
ADRC,DEFLT_COMM
ADRC,TEL_NUMBER
ADRC,TEL_EXTENS
ADRC,FAX_NUMBER
ADRC,FAX_EXTENS
ADRC,FLAGCOMM2
ADRC,FLAGCOMM3
ADRC,FLAGCOMM4
ADRC,FLAGCOMM5
ADRC,FLAGCOMM6
ADRC,FLAGCOMM7
ADRC,FLAGCOMM8
ADRC,FLAGCOMM9
ADRC,FLAGCOMM10
ADRC,FLAGCOMM11
ADRC,FLAGCOMM12
ADRC,FLAGCOMM13
ADRC,ADDRORIGIN
ADRC,MC_NAME1
ADRC,MC_CITY1
ADRC,MC_STREET
ADRC,EXTENSION1
ADRC,EXTENSION2
ADRC,TIME_ZONE
ADRC,TAXJURCODE
ADRC,ADDRESS_ID
ADRC,LANGU_CREA
ADRC,ADRC_UUID
ADRC,UUID_BELATED
ADRC,ID_CATEGORY
ADRC,ADRC_ERR_STATUS
ADRC,PO_BOX_LOBBY
ADRC,DELI_SERV_TYPE
ADRC,DELI_SERV_NUMBER
ADRC,COUNTY_CODE
ADRC,COUNTY
ADRC,TOWNSHIP_CODE
ADRC,TOWNSHIP
ADRC,MC_COUNTY
ADRC,MC_TOWNSHIP
ADRC,XPCPT
ADRP,CLIENT
ADRP,PERSNUMBER
ADRP,DATE_FROM
ADRP,NATION
ADRP,DATE_TO
ADRP,TITLE
ADRP,NAME_FIRST
ADRP,NAME_LAST
ADRP,NAME2
ADRP,NAMEMIDDLE
ADRP,NAME_LAST2
ADRP,NAME_TEXT
ADRP,CONVERTED
ADRP,TITLE_ACA1
ADRP,TITLE_ACA2
ADRP,PREFIX1
ADRP,PREFIX2
ADRP,TITLE_SPPL
ADRP,NICKNAME
ADRP,INITIALS
ADRP,NAMEFORMAT
ADRP,NAMCOUNTRY
ADRP,PROFESSION
ADRP,SEX
ADRP,LANGU
ADRP,PERS_GROUP
ADRP,FLAGGROUPS
ADRP,SORT1
ADRP,SORT2
ADRP,SORT_PHN
ADRP,ADDR_COMP
ADRP,ADDR_PERS
ADRP,FLPERSTEL
ADRP,FLPERSCOMM
ADRP,PERSORIGIN
ADRP,MC_NAMEFIR
ADRP,MC_NAMELAS
ADRP,MC_NAME2
ADRP,LANGU_CREA
ADRP,ADRP_UUID
ADRP,UUID_BELATED
ADRP,ID_CATEGORY
ADRP,ADRP_ERR_STATUS
AFIH,MANDT
AFIH,AUFNR
AFIH,ARTPR
AFIH,PRIOK
AFIH,EQUNR
AFIH,BAUTL
AFIH,ILOAN
AFIH,ILOAI
AFIH,ANLZU
AFIH,IWERK
AFIH,INGPR
AFIH,APGRP
AFIH,PM_OBJTY
AFIH,GEWRK
AFIH,KUNUM
AFIH,ANING
AFIH,GAUZT
AFIH,GAUEH
AFIH,ANLBD
AFIH,ANLVD
AFIH,ANLBZ
AFIH,ANLVZ
AFIH,INSPK
AFIH,DATAN
AFIH,WARPL
AFIH,ABNUM
AFIH,WAPOS
AFIH,LAUFN
AFIH,OBKNR
AFIH,REVNR
AFIH,ADDAT
AFIH,ADUHR
AFIH,IPHAS
AFIH,ILART
AFIH,QMNUM
AFIH,HISDA
AFIH,AKKNZ
AFIH,PLKNZ
AFIH,SERIALNR
AFIH,SERMAT
AFIH,DEVICEID
AFIH,SCREENTY
AFIH,ADPSP
AFIH,RSUPG
AFIH,/ISDFPS/OBJNR
AFIH,/ISDFPS/MEQUI
AFIH,UII
AFKO,MANDT
AFKO,AUFNR
AFKO,GLTRP
AFKO,GSTRP
AFKO,FTRMS
AFKO,GLTRS
AFKO,GSTRS
AFKO,GSTRI
AFKO,GETRI
AFKO,GLTRI
AFKO,FTRMI
AFKO,FTRMP
AFKO,RSNUM
AFKO,GASMG
AFKO,GAMNG
AFKO,GMEIN
AFKO,PLNBEZ
AFKO,PLNTY
AFKO,PLNNR
AFKO,PLNAW
AFKO,PLNAL
AFKO,PVERW
AFKO,PLAUF
AFKO,PLSVB
AFKO,PLNME
AFKO,PLSVN
AFKO,PDATV
AFKO,PAENR
AFKO,PLGRP
AFKO,LODIV
AFKO,STLTY
AFKO,STLBEZ
AFKO,STLST
AFKO,STLNR
AFKO,SDATV
AFKO,SBMNG
AFKO,SBMEH
AFKO,SAENR
AFKO,STLAL
AFKO,STLAN
AFKO,SLSVN
AFKO,SLSBS
AFKO,AUFLD
AFKO,DISPO
AFKO,AUFPL
AFKO,FEVOR
AFKO,FHORI
AFKO,TERKZ
AFKO,REDKZ
AFKO,APRIO
AFKO,NTZUE
AFKO,VORUE
AFKO,PROFID
AFKO,VORGZ
AFKO,SICHZ
AFKO,FREIZ
AFKO,UPTER
AFKO,BEDID
AFKO,PRONR
AFKO,ZAEHL
AFKO,MZAEHL
AFKO,ZKRIZ
AFKO,PRUEFLOS
AFKO,KLVARP
AFKO,KLVARI
AFKO,RGEKZ
AFKO,PLART
AFKO,FLG_AOB
AFKO,FLG_ARBEI
AFKO,GLTPP
AFKO,GSTPP
AFKO,GLTPS
AFKO,GSTPS
AFKO,FTRPS
AFKO,RDKZP
AFKO,TRKZP
AFKO,RUECK
AFKO,RMZHL
AFKO,IGMNG
AFKO,RATID
AFKO,GROID
AFKO,CUOBJ
AFKO,GLUZS
AFKO,GSUZS
AFKO,REVLV
AFKO,RSHTY
AFKO,RSHID
AFKO,RSNTY
AFKO,RSNID
AFKO,NAUTERM
AFKO,NAUCOST
AFKO,STUFE
AFKO,WEGXX
AFKO,VWEGX
AFKO,ARSNR
AFKO,ARSPS
AFKO,MAUFNR
AFKO,LKNOT
AFKO,RKNOT
AFKO,PRODNET
AFKO,IASMG
AFKO,ABARB
AFKO,AUFNT
AFKO,AUFPT
AFKO,APLZT
AFKO,NO_DISP
AFKO,CSPLIT
AFKO,AENNR
AFKO,CY_SEQNR
AFKO,BREAKS
AFKO,VORGZ_TRM
AFKO,SICHZ_TRM
AFKO,TRMDT
AFKO,GLUZP
AFKO,GSUZP
AFKO,GSUZI
AFKO,GEUZI
AFKO,GLUPP
AFKO,GSUPP
AFKO,GLUPS
AFKO,GSUPS
AFKO,CHSCH
AFKO,KAPT_VORGZ
AFKO,KAPT_SICHZ
AFKO,LEAD_AUFNR
AFKO,PNETSTARTD
AFKO,PNETSTARTT
AFKO,PNETENDD
AFKO,PNETENDT
AFKO,KBED
AFKO,KKALKR
AFKO,SFCPF
AFKO,RMNGA
AFKO,GSBTR
AFKO,VFMNG
AFKO,NOPCOST
AFKO,NETZKONT
AFKO,ATRKZ
AFKO,OBJTYPE
AFKO,CH_PROC
AFKO,KAPVERSA
AFKO,COLORDPROC
AFKO,KZERB
AFKO,CONF_KEY
AFKO,ST_ARBID
AFKO,VSNMR_V
AFKO,TERHW
AFKO,SPLSTAT
AFKO,COSTUPD
AFKO,MAX_GAMNG
AFKO,MES_ROUTINGID
AFKO,ADPSP
AFKO,RMANR
AFKO,POSNR_RMA
AFKO,POSNV_RMA
AFKO,CFB_MAXLZ
AFKO,CFB_LZEIH
AFKO,CFB_ADTDAYS
AFKO,CFB_DATOFM
AFKO,CFB_BBDPI
AFKO,OIHANTYP
ASMD,MANDT
ASMD,ASNUM
ASMD,ERDAT
ASMD,ERNAM
ASMD,AEDAT
ASMD,AENAM
ASMD,LVORM
ASMD,MATKL
ASMD,MEINS
ASMD,ASTYP
ASMD,PAKNR
ASMD,EAN11
ASMD,NUMTP
ASMD,SPART
ASMD,BEGRU
ASMD,MSTAE
ASMD,MSTDE
ASMD,BKLAS
ASMD,LSTHI
ASMD,MLANG
ASMD,LGART
ASMD,LBNUM
ASMD,AUSGB
ASMD,STLVPOS
ASMD,TAXIM
ASMD,IWUMZ
ASMD,IWUMN
ASMD,IWEIN
ASMD,FORMELNR
ASMD,CHGTEXT
ASMD,IMAGE_URL
ASMD,ZZGHPC
ASMD,TAXTARIFFCODE
ASMDT,MANDT
ASMDT,ASNUM
ASMDT,SPRAS
ASMDT,ASKTX
ASMDT,KZLTX
ASMDT,TXASP
AUAK,MANDT
AUAK,BELNR
AUAK,KOKRS
AUAK,BUDAT
AUAK,BZDAT
AUAK,CPUDT
AUAK,WSDAT
AUAK,KURST
AUAK,GJAHR
AUAK,PERIO
AUAK,PERBZ
AUAK,OBJNR
AUAK,STFLG
AUAK,STBEL
AUAK,STOKZ
AUAK,ABSCH
AUAK,URSCH
AUAK,GMENG
AUAK,GEINH
AUAK,ANALG
AUAK,ABRNR
AUAK,KSTAR
AUAK,ERSCH
AUAK,SAPRL
AUAK,AWSYS
AUAK,CO_VAART
AUAK,BUPERIO
AUAK,BUGJAHR
AUAK,TIMESTMP
AUAK,PERIO_F
AUAK,PERIO_T
AUAK,VERSN
AUAK,WRTTP
AUAK,BLDAT
AUFK,MANDT
AUFK,AUFNR
AUFK,AUART
AUFK,AUTYP
AUFK,REFNR
AUFK,ERNAM
AUFK,ERDAT
AUFK,AENAM
AUFK,AEDAT
AUFK,KTEXT
AUFK,LTEXT
AUFK,BUKRS
AUFK,WERKS
AUFK,GSBER
AUFK,KOKRS
AUFK,CCKEY
AUFK,KOSTV
AUFK,STORT
AUFK,SOWRK
AUFK,ASTKZ
AUFK,WAERS
AUFK,ASTNR
AUFK,STDAT
AUFK,ESTNR
AUFK,PHAS0
AUFK,PHAS1
AUFK,PHAS2
AUFK,PHAS3
AUFK,PDAT1
AUFK,PDAT2
AUFK,PDAT3
AUFK,IDAT1
AUFK,IDAT2
AUFK,IDAT3
AUFK,OBJID
AUFK,VOGRP
AUFK,LOEKZ
AUFK,PLGKZ
AUFK,KVEWE
AUFK,KAPPL
AUFK,KALSM
AUFK,ZSCHL
AUFK,ABKRS
AUFK,KSTAR
AUFK,KOSTL
AUFK,SAKNR
AUFK,SETNM
AUFK,CYCLE
AUFK,SDATE
AUFK,SEQNR
AUFK,USER0
AUFK,USER1
AUFK,USER2
AUFK,USER3
AUFK,USER4
AUFK,USER5
AUFK,USER6
AUFK,USER7
AUFK,USER8
AUFK,USER9
AUFK,OBJNR
AUFK,PRCTR
AUFK,PSPEL
AUFK,AWSLS
AUFK,ABGSL
AUFK,TXJCD
AUFK,FUNC_AREA
AUFK,SCOPE
AUFK,PLINT
AUFK,KDAUF
AUFK,KDPOS
AUFK,AUFEX
AUFK,IVPRO
AUFK,LOGSYSTEM
AUFK,FLG_MLTPS
AUFK,ABUKR
AUFK,AKSTL
AUFK,SIZECL
AUFK,IZWEK
AUFK,UMWKZ
AUFK,KSTEMPF
AUFK,ZSCHM
AUFK,PKOSA
AUFK,ANFAUFNR
AUFK,PROCNR
AUFK,PROTY
AUFK,RSORD
AUFK,BEMOT
AUFK,ADRNRA
AUFK,ERFZEIT
AUFK,AEZEIT
AUFK,CSTG_VRNT
AUFK,COSTESTNR
AUFK,VERAA_USER
AUFK,ZPM_PROJEKT
AUFK,ZPM_PROJFEL
AUFK,ZPM_RSZAMLA
AUFK,ZZPM_RENDENG
AUFK,ZZPM_RENDENG1
AUFK,ZZPM_RENDENG2
AUFK,ZZPM_RENDENG3
AUFK,ZZPM_VISSZAUT
AUFK,ZZPM_CLINT
AUFK,ZZPM_ZBB
AUFK,ZZPM_SCT
AUFK,ZZPM_RENDENGL
AUFK,ZZPM_FELKOD
AUFK,ZZPM_RENDENGKTD
AUFK,ZZPM_SETTLTYPE
AUFK,ZZPM_GYUJTO
AUFK,ZZPM_OFFERTYPE
AUFK,ZZWARRANTY
AUFK,ZZ_QATYPE
AUFK,ZZ_WOTYPE
AUFK,ZZ_PCTYPE
AUFK,ZZ_WOREASON
AUFK,ZZ_VALIDFRON
AUFK,ZZ_CARDN
AUFK,ZZ_VALIDTO
AUFK,ZZCONDITION
AUFK,ZZ_GLTRP
AUFK,ZZ_GSTRP
AUFK,ZZ_REQ_ORD_APPR
AUFK,ZZASBUILTD
AUFK,ZZINSPECT
AUFK,ZZ_AUFNR
AUFK,VNAME
AUFK,RECID
AUFK,ETYPE
AUFK,OTYPE
AUFK,JV_JIBCL
AUFK,JV_JIBSA
AUFK,JV_OCO
AUFK,/CUM/INDCU
AUFK,/CUM/CMNUM
AUFK,/CUM/AUEST
AUFK,/CUM/DESNUM
AUFK,VAPLZ
AUFK,WAWRK
AUFK,FERC_IND
AUFK,OIHANTYP
CDHDR,MANDANT
CDHDR,OBJECTCLAS
CDHDR,OBJECTID
CDHDR,CHANGENR
CDHDR,USERNAME
CDHDR,UDATE
CDHDR,UTIME
CDHDR,TCODE
CDHDR,PLANCHNGNR
CDHDR,ACT_CHNGNO
CDHDR,WAS_PLANND
CDHDR,CHANGE_IND
CDHDR,LANGU
CDHDR,VERSION
CDHDR,_DATAAGING
CDPOS,MANDANT
CDPOS,OBJECTCLAS
CDPOS,OBJECTID
CDPOS,CHANGENR
CDPOS,TABNAME
CDPOS,TABKEY
CDPOS,FNAME
CDPOS,CHNGIND
CDPOS,TEXT_CASE
CDPOS,UNIT_OLD
CDPOS,UNIT_NEW
CDPOS,CUKY_OLD
CDPOS,CUKY_NEW
CDPOS,VALUE_NEW
CDPOS,VALUE_OLD
CDPOS,_DATAAGING
COBK,MANDT
COBK,KOKRS
COBK,BELNR
COBK,GJAHR
COBK,VERSN
COBK,VRGNG
COBK,TIMESTMP
COBK,PERAB
COBK,PERBI
COBK,BLDAT
COBK,BUDAT
COBK,CPUDT
COBK,USNAM
COBK,BLTXT
COBK,STFLG
COBK,STOKZ
COBK,REFBT
COBK,REFBN
COBK,REFBK
COBK,REFGJ
COBK,BLART
COBK,ORGVG
COBK,SUMBZ
COBK,DELBZ
COBK,WSDAT
COBK,KURST
COBK,VARNR
COBK,KWAER
COBK,CTYP1
COBK,CTYP2
COBK,CTYP3
COBK,CTYP4
COBK,AWTYP
COBK,AWORG
COBK,LOGSYSTEM
COBK,CPUTM
COBK,ALEBZ
COBK,ALEBN
COBK,AWSYS
COBK,AWREF_REV
COBK,AWORG_REV
COBK,VALDT
COBRB,MANDT
COBRB,OBJNR
COBRB,BUREG
COBRB,LFDNR
COBRB,PERBZ
COBRB,URZUO
COBRB,GABJA
COBRB,GABPE
COBRB,GBISJ
COBRB,GBISP
COBRB,PROZS
COBRB,AQZIF
COBRB,BMENG
COBRB,BEINH
COBRB,BETRR
COBRB,BWAER
COBRB,BRTYP
COBRB,BREST
COBRB,ERSJA
COBRB,ERSPE
COBRB,LETJA
COBRB,LETPE
COBRB,ZINCL
COBRB,DFREG
COBRB,AVORG
COBRB,VERSN
COBRB,KONTY
COBRB,KOKRS
COBRB,WERKS
COBRB,GSBER
COBRB,BUKRS
COBRB,HKONT
COBRB,PRCTR
COBRB,KOSTL
COBRB,AUFNR
COBRB,PS_PSP_PNR
COBRB,ANLN1
COBRB,ANLN2
COBRB,MATNR
COBRB,BWTAR
COBRB,NPLNR
COBRB,AUFPL
COBRB,APLZL
COBRB,PAOBJNR
COBRB,PASUBNR
COBRB,KDAUF
COBRB,KDPOS
COBRB,RECID
COBRB,RIFIND
COBRB,POSNR
COBRB,KSTRG
COBRB,PRZNR
COBRB,REC_OBJNR1
COBRB,REC_OBJNR2
COBRB,MRULE
COBRB,EXTNR
COBRB,STRAT
COBRB,ANBWA
COBRB,SRSTRAT
CSLT,MANDT
CSLT,SPRAS
CSLT,KOKRS
CSLT,LSTAR
CSLT,DATBI
CSLT,KTEXT
CSLT,LTEXT
CSLT,MCTXT
EBAN,MANDT
EBAN,BANFN
EBAN,BNFPO
EBAN,BSART
EBAN,BSTYP
EBAN,BSAKZ
EBAN,LOEKZ
EBAN,STATU
EBAN,ESTKZ
EBAN,FRGKZ
EBAN,FRGZU
EBAN,FRGST
EBAN,EKGRP
EBAN,ERNAM
EBAN,ERDAT
EBAN,AFNAM
EBAN,TXZ01
EBAN,MATNR
EBAN,EMATN
EBAN,WERKS
EBAN,LGORT
EBAN,BEDNR
EBAN,MATKL
EBAN,RESWK
EBAN,MENGE
EBAN,MEINS
EBAN,BUMNG
EBAN,BADAT
EBAN,LPEIN
EBAN,LFDAT
EBAN,FRGDT
EBAN,WEBAZ
EBAN,PREIS
EBAN,PEINH
EBAN,PSTYP
EBAN,KNTTP
EBAN,KZVBR
EBAN,KFLAG
EBAN,VRTKZ
EBAN,TWRKZ
EBAN,WEPOS
EBAN,WEUNB
EBAN,REPOS
EBAN,LIFNR
EBAN,FLIEF
EBAN,EKORG
EBAN,VRTYP
EBAN,KONNR
EBAN,KTPNR
EBAN,INFNR
EBAN,ZUGBA
EBAN,QUNUM
EBAN,QUPOS
EBAN,DISPO
EBAN,SERNR
EBAN,BVDAT
EBAN,BATOL
EBAN,BVDRK
EBAN,EBELN
EBAN,EBELP
EBAN,BEDAT
EBAN,BSMNG
EBAN,LBLNI
EBAN,BWTAR
EBAN,XOBLR
EBAN,EBAKZ
EBAN,RSNUM
EBAN,SOBKZ
EBAN,ARSNR
EBAN,ARSPS
EBAN,FIXKZ
EBAN,BMEIN
EBAN,REVLV
EBAN,VORAB
EBAN,PACKNO
EBAN,KANBA
EBAN,BPUEB
EBAN,CUOBJ
EBAN,FRGGR
EBAN,FRGRL
EBAN,AKTNR
EBAN,CHARG
EBAN,UMSOK
EBAN,VERID
EBAN,FIPOS
EBAN,FISTL
EBAN,GEBER
EBAN,KZKFG
EBAN,SATNR
EBAN,MNG02
EBAN,DAT01
EBAN,ATTYP
EBAN,ADRNR
EBAN,ADRN2
EBAN,KUNNR
EBAN,EMLIF
EBAN,LBLKZ
EBAN,KZBWS
EBAN,WAERS
EBAN,IDNLF
EBAN,GSFRG
EBAN,MPROF
EBAN,KZFME
EBAN,SPRAS
EBAN,TECHS
EBAN,MFRPN
EBAN,MFRNR
EBAN,EMNFR
EBAN,FORDN
EBAN,FORDP
EBAN,PLIFZ
EBAN,BERID
EBAN,UZEIT
EBAN,FKBER
EBAN,GRANT_NBR
EBAN,MEMORY
EBAN,BANPR
EBAN,RLWRT
EBAN,BLCKD
EBAN,REVNO
EBAN,BLCKT
EBAN,BESWK
EBAN,EPROFILE
EBAN,EPREFDOC
EBAN,EPREFITM
EBAN,GMMNG
EBAN,WRTKZ
EBAN,RESLO
EBAN,KBLNR
EBAN,KBLPOS
EBAN,PRIO_URG
EBAN,PRIO_REQ
EBAN,MEMORYTYPE
EBAN,ANZSN
EBAN,MHDRZ
EBAN,IPRKZ
EBAN,NODISP
EBAN,SRM_CONTRACT_ID
EBAN,SRM_CONTRACT_ITM
EBAN,BUDGET_PD
EBAN,ZZSRM_REQNO
EBAN,ZZSRM_REQPOS
EBAN,ZZSRM_REQDAT
EBAN,ZZ_UNSPSC
EBAN,ZZDUMMY
EBAN,ZZKISZ
EBAN,ZZKOZB
EBAN,ZMMM_STAND
EBAN,ZZ_EBK
EBAN,ZZ_MDAT
EBAN,ZM_I_BUTOR
EBAN,ZZ_ITO
EBAN,ZZ_TAXIM
EBAN,ZZAUTOCONF
EBAN,ZZALEPH_PERSNUM
EBAN,ZZALEPH_PERSNAME
EBAN,ZZDISPTENDERINFH
EBAN,ZZEGYSZ_INDH
EBAN,ZZTENDER_CEL
EBAN,ZZPRODUCTID
EBAN,ZZ_PCTYPE
EBAN,STORENETWORKID
EBAN,STORESUPPLIERID
EBAN,FMFGUS_KEY
EBAN,ADVCODE
EBAN,STACODE
EBAN,BANFN_CS
EBAN,BNFPO_CS
EBAN,ITEM_CS
EBAN,BSMNG_SND
EBAN,IUID_RELEVANT
EBAN,OITAXFROM
EBAN,OIHANTYP
EBAN,OITAXTO
EBAN,OITAXGRP
EBAN,OIOILCON
EBAN,OIINEX
EBAN,OIPRICIE
EBAN,OIO_SPROC
EBAN,OIO_STATUS
EBAN,OIO_REF_BANFN
EBAN,OIO_REF_BNFPO
EBAN,OIO_HOLD
EBAN,SGT_SCAT
EBAN,SGT_RCAT
EBKN,MANDT
EBKN,BANFN
EBKN,BNFPO
EBKN,ZEBKN
EBKN,LOEKZ
EBKN,ERDAT
EBKN,ERNAM
EBKN,MENGE
EBKN,VPROZ
EBKN,SAKTO
EBKN,GSBER
EBKN,KOSTL
EBKN,PROJN
EBKN,VBELN
EBKN,VBELP
EBKN,VETEN
EBKN,ANLN1
EBKN,ANLN2
EBKN,AUFNR
EBKN,WEMPF
EBKN,ABLAD
EBKN,KOKRS
EBKN,XBKST
EBKN,XBAUF
EBKN,XBPRO
EBKN,KSTRG
EBKN,PAOBJNR
EBKN,PRCTR
EBKN,PS_PSP_PNR
EBKN,NPLNR
EBKN,AUFPL
EBKN,IMKEY
EBKN,APLZL
EBKN,VPTNR
EBKN,FIPOS
EBKN,RECID
EBKN,FISTL
EBKN,GEBER
EBKN,FKBER
EBKN,DABRZ
EBKN,NETWR
EBKN,AUFPL_ORD
EBKN,APLZL_ORD
EBKN,KBLNR
EBKN,KBLPOS
EBKN,LSTAR
EBKN,PRZNR
EBKN,GRANT_NBR
EBKN,FM_SPLIT_BATCH
EBKN,FM_SPLIT_BEGRU
EBKN,BUDGET_PD
EBKN,FMFGUS_KEY
EBKN,EGRUP
EBKN,VNAME
EBKN,TCOBJNR
EBKN,DATEOFSERVICE
EBKN,NOTAXCORR
EBKN,DIFFOPTRATE
EBKN,HASDIFFOPTRATE
EKBE,MANDT
EKBE,EBELN
EKBE,EBELP
EKBE,ZEKKN
EKBE,VGABE
EKBE,GJAHR
EKBE,BELNR
EKBE,BUZEI
EKBE,BEWTP
EKBE,BWART
EKBE,BUDAT
EKBE,MENGE
EKBE,BPMNG
EKBE,DMBTR
EKBE,WRBTR
EKBE,WAERS
EKBE,AREWR
EKBE,WESBS
EKBE,BPWES
EKBE,SHKZG
EKBE,BWTAR
EKBE,ELIKZ
EKBE,XBLNR
EKBE,LFGJA
EKBE,LFBNR
