TABLE,COLUMN
MARC,SFCPF
MARC,SHFLG
MARC,SHZET
MARC,MDACH
MARC,KZECH
MARC,MEGRU
MARC,MFRGR
MARC,VKUMC
MARC,VKTRW
MARC,KZAGL
MARC,FVIDK
MARC,FXPRU
MARC,LOGGR
MARC,FPRFM
MARC,GLGMG
MARC,VKGLG
MARC,INDUS
MARC,MOWNR
MARC,MOGRU
MARC,CASNR
MARC,GPNUM
MARC,STEUC
MARC,FABKZ
MARC,MATGR
MARC,VSPVB
MARC,DPLFS
MARC,DPLPU
MARC,DPLHO
MARC,MINLS
MARC,MAXLS
MARC,FIXLS
MARC,LTINC
MARC,COMPL
MARC,CONVT
MARC,SHPRO
MARC,AHDIS
MARC,DIBER
MARC,KZPSP
MARC,OCMPF
MARC,APOKZ
MARC,MCRUE
MARC,LFMON
MARC,LFGJA
MARC,EISLO
MARC,NCOST
MARC,ROTATION_DATE
MARC,UCHKZ
MARC,UCMAT
MARC,BWESB
MARC,SGT_COVS
MARC,SGT_STATC
MARC,SGT_SCOPE
MARC,SGT_MRPSI
MARC,SGT_PRCM
MARC,SGT_CHINT
MARC,SGT_STK_PRT
MARC,SGT_DEFSC
MARC,SGT_MRP_ATP_STATUS
MARC,SGT_MMSTD
MARC,FSH_MG_ARUN_REQ
MARC,FSH_SEAIM
MARC,FSH_VAR_GROUP
MARC,FSH_KZECH
MARC,FSH_CALENDAR_GROUP
MARC,PPSKZ
MARC,PPS_STRATEGY
MARC,PPS_PLANNING_TYPE
MARC,PPS_HEUR_ID
MARC,PPS_FIXPEG
MARC,PPS_PEG_STRATEGY
MARC,PPS_GRPRT
MARC,PPS_GIPRT
MARC,PPS_CONHAP
MARC,PPS_HUNIT
MARC,PPS_CONHAP_OUT
MARC,PPS_HUNIT_OUT
MARC,PPS_ATPCHECK
MARC,PPS_PEG_FUT_AL
MARC,PPS_PEG_PAST_AL
MARC,/MRSS/PROF_GUID
MARC,/MRSS/PROF_KEY
MARC,/MRSS/DATACHANGE
MARC,/SAPMP/TOLPRPL
MARC,/SAPMP/TOLPRMI
MARC,/VSO/R_PKGRP
MARC,/VSO/R_LANE_NUM
MARC,/VSO/R_PAL_VEND
MARC,/VSO/R_FORK_DIR
MARC,IUID_RELEVANT
MARC,IUID_TYPE
MARC,UID_IEA
MARC,CONS_PROCG
MARC,GI_PR_TIME
MARC,MULTIPLE_EKGRP
MARC,REF_SCHEMA
MARC,MIN_TROC
MARC,MAX_TROC
MARC,TARGET_STOCK
MARC,/CWM/XLOSGRBAS
MARC,OITAXGRP
MARC,OIOILCON
MARC,OIEDCODE
MARC,FDICH
MARC,COEFF
MARC,ZZSAFETY
MARD,MANDT
MARD,MATNR
MARD,WERKS
MARD,LGORT
MARD,PSTAT
MARD,LVORM
MARD,LFGJA
MARD,LFMON
MARD,SPERR
MARD,LABST
MARD,UMLME
MARD,INSME
MARD,EINME
MARD,SPEME
MARD,RETME
MARD,VMLAB
MARD,VMUML
MARD,VMINS
MARD,VMEIN
MARD,VMSPE
MARD,VMRET
MARD,KZILL
MARD,KZILQ
MARD,KZILE
MARD,KZILS
MARD,KZVLL
MARD,KZVLQ
MARD,KZVLE
MARD,KZVLS
MARD,DISKZ
MARD,LSOBS
MARD,LMINB
MARD,LBSTF
MARD,HERKL
MARD,EXPPG
MARD,EXVER
MARD,LGPBE
MARD,KLABS
MARD,KINSM
MARD,KEINM
MARD,KSPEM
MARD,DLINL
MARD,PRCTL
MARD,ERSDA
MARD,VKLAB
MARD,VKUML
MARD,LWMKB
MARD,BSKRF
MARD,MDRUE
MARD,MDJIN
MARD,FSH_SALLOC_QTY_S
MHIS,MANDT
MHIS,WARPL
MHIS,ABNUM
MHIS,ZAEHL
MHIS,NPLDA
MHIS,TERMA
MHIS,STADT
MHIS,LRMDT
MHIS,OFFZE
MHIS,OFFZO
MHIS,ABRUD
MHIS,ABRNA
MHIS,SFAKT
MHIS,TERMK
MHIS,VERSCH
MHIS,TOLER
MHIS,KNNRM
MHIS,KNPRM
MHIS,NPLDO
MHIS,NPLDZ
MHIS,MANDA
MHIS,OFFLE
MHIS,OFFLO
MHIS,KNAUT
MHIS,KNASR
MHIS,TSABR
MHIS,TSVBT
MHIS,TSENQ
MHIS,TSENM
MHIS,HORDA
MHIS,TSTAT
MHIS,FIXDU
MHIS,FIXDA
MHIS,VGNUM
MHIS,ZYKZT
MHIS,ZYKLS
MHIS,PUFFP
MHIS,PUFFN
MHIS,SZAEH
MHIS,RZAEH
MHIS,NZAEH
MHIS,USERMOD
MHIS,DEMAND_ID
MHIS,DEMAND_NO
MHIS,REVISION_NO
MHIS,REV_PLANT
MHIS,ADPOINT
MHIS,ADANDOR
MHIS,ADTGOON
MHIS,ADCYCLE
MHIS,ADUNIT
MHIS,ADOFFSET
MHIS,ADNZAEH
MHIS,ADSTTIME
MHIS,ADCONFTIME
MHIS,CYCLESEQIND
MHIS,ADEXTSTARTDATE
MHIS,ADEXTSTARTTIME
MHIS,ADSYSTARTDATE
MHIS,ADSYSTARTTIME
MHIS,ADOBJECT
MHIS,SETREPEATIND
MHIS,IND_MPLA_API
MHIS,DUE_DATE_TIME
MKOL,MANDT
MKOL,MATNR
MKOL,WERKS
MKOL,LGORT
MKOL,CHARG
MKOL,SOBKZ
MKOL,LIFNR
MKOL,LVORM
MKOL,ERSDA
MKOL,ERNAM
MKOL,AENAM
MKOL,LAEDA
MKOL,LFGJA
MKOL,LFMON
MKOL,SPERS
MKOL,SLABS
MKOL,SINSM
MKOL,SEINM
MKOL,SSPEM
MKOL,SVMLA
MKOL,SVMIN
MKOL,SVMEI
MKOL,SVMSP
MKOL,KZISL
MKOL,KZISQ
MKOL,KZISE
MKOL,KZISS
MKOL,KZVSL
MKOL,KZVSQ
MKOL,KZVSE
MKOL,KZVSS
MKOL,MMENG
MKOL,AMENG
MKOL,KODLL
MKOL,KOJIN
MKOL,KORUE
MKOL,SGT_SCAT
MKOL,FSH_SEASON_YEAR
MKOL,FSH_SEASON
MKOL,FSH_COLLECTION
MKOL,FSH_THEME
MKOL,FSH_SALLOC_QTY
MPLA,MANDT
MPLA,WARPL
MPLA,ERKNZ
MPLA,AEKNZ
MPLA,ERSDT
MPLA,ERNAM
MPLA,AEDAT
MPLA,AENAM
MPLA,WPTXT
MPLA,STRAT
MPLA,ABRHO
MPLA,EQUNR
MPLA,TPLNR
MPLA,KUNUM
MPLA,LTKNZ
MPLA,LVORM
MPLA,ANZPS
MPLA,ABNUM
MPLA,LANGU
MPLA,VSPOS
MPLA,VSNEG
MPLA,TOPOS
MPLA,TONEG
MPLA,SFAKT
MPLA,STICH
MPLA,TGOON
MPLA,HORIZ
MPLA,HORIZ_DAYS
MPLA,HORIZ_QUALIFIER
MPLA,ANDOR
MPLA,KNAUT
MPLA,BEGRU
MPLA,OBJNR
MPLA,MPTYP
MPLA,HUNIT
MPLA,STADT
MPLA,SZAEH
MPLA,CALL_CONFIRM
MPLA,PLAN_SORT
MPLA,FABKL
MPLA,PUFFP
MPLA,PUFFN
MPLA,START_DATE
MPLA,START_TIME
MPLA,CALL_UPDATE_IND
MPLA,IND_MPLA_API
MPLA,MCP_SF
MPOS,MANDT
MPOS,WAPOS
MPOS,WARPL
MPOS,WSTRA
MPOS,WPPOS
MPOS,PSTXT
MPOS,EQUNR
MPOS,OBKNR
MPOS,ERKNZ
MPOS,AEKNZ
MPOS,ERNAM
MPOS,ERSDT
MPOS,AEDAT
MPOS,AENAM
MPOS,PLNTY
MPOS,PLNNR
MPOS,PLNAL
MPOS,STATUS
MPOS,LTKNZ
MPOS,WPGRP
MPOS,OBJTY
MPOS,GEWRK
MPOS,IWERK
MPOS,LANGU
MPOS,ILOAN
MPOS,ILOAI
MPOS,LAUFN
MPOS,BAUTL
MPOS,ANLZU
MPOS,AUART
MPOS,INACT
MPOS,ILART
MPOS,GSBER
MPOS,OBJNR
MPOS,IND_ABRVO
MPOS,PSPEL
MPOS,STD_NETZ
MPOS,STD_AVO
MPOS,KDAUF
MPOS,KDPOS
MPOS,MITYP
MPOS,BSTNR
MPOS,BSTPO
MPOS,PACKNO
MPOS,NETPR
MPOS,WAERS
MPOS,SAKTO
MPOS,AUFNR
MPOS,APFKT
MPOS,SCRRENTY
MPOS,SERIALNR
MPOS,SERMAT
MPOS,DEVICEID
MPOS,QMNUM
MPOS,QMART
MPOS,LBLNI
MPOS,TASK_DETERMINE
MPOS,PRIOK
MPOS,QMKAT
MPOS,QMGRP
MPOS,ZZDURATION
MPOS,ZZUNIT
MPOS,ZZESTCOSTS
MPOS,ZZPARNR
MPOS,ZZPSPEL
MPOS,ZZANLZU
MPOS,ZZREVNR
MPOS,ZZOFFER
MPOS,ZZ_PCTYPE
MPOS,QMCOD
MPOS,PHYNR
MPOS,ART
MPOS,PRUEFLOS
MPOS,TSTMP_BW
MPOS,NO_AUFRELKZ
MPOS,DESNUM
MPOS,CYCLESEQIND
MPOS,ADPSP
MPOS,IND_MPOS_API
OBJK,MANDT
OBJK,OBKNR
OBJK,OBZAE
OBJK,EQUNR
OBJK,IHNUM
OBJK,BAUTL
OBJK,ILOAN
OBJK,SORTF
OBJK,BEARB
OBJK,OBJVW
OBJK,SERNR
OBJK,MATNR
OBJK,DATUM
OBJK,EQSNR
OBJK,TASER
OBJK,UII
PA0105,MANDT
PA0105,PERNR
PA0105,SUBTY
PA0105,OBJPS
PA0105,SPRPS
PA0105,ENDDA
PA0105,BEGDA
PA0105,SEQNR
PA0105,AEDTM
PA0105,UNAME
PA0105,HISTO
PA0105,ITXEX
PA0105,REFEX
PA0105,ORDEX
PA0105,ITBLD
PA0105,PREAS
PA0105,FLAG1
PA0105,FLAG2
PA0105,FLAG3
PA0105,FLAG4
PA0105,RESE1
PA0105,RESE2
PA0105,GRPVL
PA0105,USRTY
PA0105,USRID
PA0105,USRID_LONG
PLAB,MANDT
PLAB,PLNTY
PLAB,PLNNR
PLAB,PLNAL
PLAB,PLNKN
PLAB,PLNRN
PLAB,ALNRN
PLAB,KNNRN
PLAB,AOBAR
PLAB,MIMAX
PLAB,ZAEHL
PLAB,DATUV
PLAB,TECHV
PLAB,AENNR
PLAB,ZEINH
PLAB,DAUER
PLAB,DAUKZ
PLAB,VORNC
PLAB,NCVOR
PLAB,LOEKZ
PLAB,KALID
PLAB,PRZNT
PLAB,PROVG
PLAB,ARBID
PLAB,WERKS
PLAB,ANDAT
PLAB,ANNAM
PLAB,AEDAT
PLAB,AENAM
PLAB,DAUERMAX
PLAS,MANDT
PLAS,PLNTY
PLAS,PLNNR
PLAS,PLNAL
PLAS,PLNFL
PLAS,PLNKN
PLAS,ZAEHL
PLAS,DATUV
PLAS,TECHV
PLAS,AENNR
PLAS,LOEKZ
PLAS,PARKZ
PLAS,ANDAT
PLAS,ANNAM
PLAS,AEDAT
PLAS,AENAM
PLKO,MANDT
PLKO,PLNTY
PLKO,PLNNR
PLKO,PLNAL
PLKO,ZAEHL
PLKO,DATUV
PLKO,TECHV
PLKO,AENNR
PLKO,LOEKZ
PLKO,PARKZ
PLKO,ANDAT
PLKO,ANNAM
PLKO,AEDAT
PLKO,AENAM
PLKO,VERWE
PLKO,WERKS
PLKO,STATU
PLKO,PLNME
PLKO,LOSVN
PLKO,LOSBS
PLKO,VAGRP
PLKO,AESZN
PLKO,KTEXT
PLKO,TXTSP
PLKO,ABDAT
PLKO,ABANZ
PLKO,PROFIDNETZ
PLKO,KOKRS
PLKO,QVEWERKS
PLKO,QVEMENGE
PLKO,QVEVERSION
PLKO,QVEDATUM
PLKO,QVEGRUPPE
PLKO,QVECODE
PLKO,QDYNREGEL
PLKO,QDYNHEAD
PLKO,QPRZIEHVER
PLKO,QVERSNPRZV
PLKO,QKZRASTER
PLKO,QDYNSTRING
PLKO,STRAT
PLKO,PPOOL
PLKO,ISTRU
PLKO,IWERK
PLKO,ANLZU
PLKO,ARBID
PLKO,EXTNUM
PLKO,DELKZ
PLKO,ARBTY
PLKO,STUPR
PLKO,CLNDR
PLKO,PRTYP
PLKO,REODAT
PLKO,NETID
PLKO,FLG_CHK
PLKO,PSPNR
PLKO,TTRAS
PLKO,KZKFG
PLKO,PLNNR_ALT
PLKO,FLG_CAPO
PLKO,STLTY
PLKO,STLNR
PLKO,STLAL
PLKO,SLWBEZ
PLKO,PPKZTLZU
PLKO,CHRULE
PLKO,CCOAA
PLKO,ST_ARBID
PLKO,MEINH
PLKO,UMREZ
PLKO,UMREN
PLKO,BMSCH
PLKO,ADPSP
PLKO,ZZDUMMY
PLKO,MS_FLAG
PLKO,TSTMP_BW
PLKO,MES_ROUTINGID
PLKO,XHIERTL
PLKO,TL_EXTID
PLKZ,MANDT
PLKZ,PLNTY
PLKZ,PLNNR
PLKZ,PLNAL
PLKZ,ABDAT
PLKZ,ABANZ
PLKZ,AEDAT
PLKZ,AEUZEIT
PLKZ,AENAM
PLKZ,DELKZ
PLKZ,STAUFG
PLKZ,FLG_ECM
PLKZ,FLG_ECM_PAR
PLPO,MANDT
PLPO,PLNTY
PLPO,PLNNR
PLPO,PLNKN
PLPO,ZAEHL
PLPO,DATUV
PLPO,TECHV
PLPO,AENNR
PLPO,LOEKZ
PLPO,PARKZ
PLPO,ANDAT
PLPO,ANNAM
PLPO,AEDAT
PLPO,AENAM
PLPO,SUMNR
PLPO,VORNR
PLPO,STEUS
PLPO,ARBID
PLPO,OBJTY
PLPO,WERKS
PLPO,KTSCH
PLPO,LTXA1
PLPO,LTXA2
PLPO,TXTSP
PLPO,VPLTY
PLPO,VPLNR
PLPO,VPLAL
PLPO,VPLFL
PLPO,VINTV
PLPO,MEINH
PLPO,UMREN
PLPO,UMREZ
PLPO,BMSCH
PLPO,ZMERH
PLPO,ZEIER
PLPO,LAR01
PLPO,VGE01
PLPO,VGW01
PLPO,LAR02
PLPO,VGE02
PLPO,VGW02
PLPO,LAR03
PLPO,VGE03
PLPO,VGW03
PLPO,LAR04
PLPO,VGE04
PLPO,VGW04
PLPO,LAR05
PLPO,VGE05
PLPO,VGW05
PLPO,LAR06
PLPO,VGE06
PLPO,VGW06
PLPO,ZERMA
PLPO,ZGDAT
PLPO,ZCODE
PLPO,ZULNR
PLPO,RSANZ
PLPO,PDEST
PLPO,LOANZ
PLPO,LOART
PLPO,QUALF
PLPO,ANZMA
PLPO,RFGRP
PLPO,RFSCH
PLPO,RASCH
PLPO,AUFAK
PLPO,LOGRP
PLPO,UEMUS
PLPO,UEKAN
PLPO,FLIES
PLPO,ZEIMU
PLPO,ZMINU
PLPO,MINWE
PLPO,SPMUS
PLPO,SPLIM
PLPO,ZEIMB
PLPO,ZMINB
PLPO,ZEILM
PLPO,ZLMAX
PLPO,ZEILP
PLPO,ZLPRO
PLPO,ZEIWN
PLPO,ZWNOR
PLPO,ZEIWM
PLPO,ZWMIN
PLPO,ZEITN
PLPO,ZTNOR
PLPO,ZEITM
PLPO,ZTMIN
PLPO,ABLIPKZ
PLPO,RSTRA
PLPO,BZOFFB
PLPO,OFFSTB
PLPO,EHOFFB
PLPO,BZOFFE
PLPO,OFFSTE
PLPO,EHOFFE
PLPO,SORTL
PLPO,LIFNR
PLPO,PLIFZ
PLPO,PREIS
PLPO,PEINH
PLPO,SAKTO
PLPO,WAERS
PLPO,INFNR
PLPO,ESOKZ
PLPO,EKORG
PLPO,EKGRP
PLPO,KZLGF
PLPO,MATKL
PLPO,DAUNO
PLPO,DAUNE
PLPO,DAUMI
PLPO,DAUME
PLPO,DDEHN
PLPO,EINSA
PLPO,EINSE
PLPO,ARBEI
PLPO,ARBEH
PLPO,ANZZL
PLPO,PRZNT
PLPO,VERTL
PLPO,MLSTN
PLPO,PPRIO
PLPO,BUKRS
PLPO,SLWID
PLPO,USR00
PLPO,USR01
PLPO,USR02
PLPO,USR03
PLPO,USR04
PLPO,USE04
PLPO,USR05
PLPO,USE05
PLPO,USR06
PLPO,USE06
PLPO,USR07
PLPO,USE07
PLPO,USR08
PLPO,USR09
PLPO,USR10
PLPO,USR11
PLPO,ANFKO
PLPO,ANFKOKRS
PLPO,KAPAR
PLPO,INDET
PLPO,LARNT
PLPO,PRKST
PLPO,QRASTERMNG
PLPO,QRASTEREH
PLPO,ANLZU
PLPO,ISTRU
PLPO,ISTTY
PLPO,ISTNR
PLPO,ISTKN
PLPO,ISTPO
PLPO,IUPOZ
PLPO,EBORT
PLPO,KALID
PLPO,FRSP
PLPO,VERTN
PLPO,ZGR01
PLPO,ZGR02
PLPO,ZGR03
PLPO,ZGR04
PLPO,ZGR05
PLPO,ZGR06
PLPO,MDLID
PLPO,RUZUS
PLPO,BMEIH
PLPO,BMVRG
PLPO,CKSELKZ
PLPO,KALKZ
PLPO,NPRIO
PLPO,PVZKN
PLPO,PHFLG
PLPO,PHSEQ
PLPO,KNOBJ
PLPO,ERFSICHT
PLPO,PSPNR
PLPO,QLOTYPE
PLPO,QLOBJEKTID
PLPO,QLKAPAR
PLPO,QKZPRZEIT
PLPO,QKZZTMG1
PLPO,QKZPRMENG
PLPO,QKZPRFREI
PLPO,QRASTZEHT
PLPO,QRASTZFAK
PLPO,QRASTMENG
PLPO,QPPKTABS
PLPO,KRIT1
PLPO,CLASSID
PLPO,PACKNO
PLPO,EBELN
PLPO,EBELP
PLPO,CAPOC
PLPO,FLG_CAPTXT
PLPO,CN_WEIGHT
PLPO,QKZTLSBEST
PLPO,AUFKT
PLPO,DAFKT
PLPO,RWFAK
PLPO,AAUFG
PLPO,VERDART
PLPO,UAVO_AUFL
PLPO,FRDLB
PLPO,QPART
PLPO,PRZ01
PLPO,TAKT
PLPO,OPRID
PLPO,NVADD
PLPO,EVGEW
PLPO,RFPNT
PLPO,FLG_TSK_GROUP
PLPO,ADPSP
PLPO,TPLNR
PLPO,EQUNR
PLPO,MES_OPERID
PLPO,MES_STEPID
PLPO,MANU_PROC
PLPO,SUBPLNAL
PLPO,SUBPLNNR
PLPO,SUBPLNTY
PLPO,XEXCLTL
PMCO,MANDT
PMCO,OBJNR
PMCO,COCUR
PMCO,BELTP
PMCO,WRTTP
PMCO,GJAHR
PMCO,ACPOS
PMCO,VERSN
PMCO,PERBL
PMCO,VORGA
PMCO,BEMOT
PMCO,ABKAT
PMCO,WRT00
PMCO,WRT01
PMCO,WRT02
PMCO,WRT03
PMCO,WRT04
PMCO,WRT05
PMCO,WRT06
PMCO,WRT07
PMCO,WRT08
PMCO,WRT09
PMCO,WRT10
PMCO,WRT11
PMCO,WRT12
PMCO,WRT13
PMCO,WRT14
PMCO,WRT15
PMCO,WRT16
PMSDO,MANDT
PMSDO,OBJNR
PMSDO,VKORG
PMSDO,VTWEG
PMSDO,SPART
PMSDO,VKGRP
PMSDO,VKBUR
PMSDO,BSTKD
PMSDO,BSTDK
PMSDO,MATNR
PMSDO,MENGE
PMSDO,MEINS
PMSDO,CUOBJ
PMSDO,FFPRF
PMSDO,FAKTF
PROJ,MANDT
PROJ,PSPNR
PROJ,PSPID
PROJ,POST1
PROJ,OBJNR
PROJ,ERNAM
PROJ,ERDAT
PROJ,AENAM
PROJ,AEDAT
PROJ,KIMSK
PROJ,AUTOD
PROJ,STSPD
PROJ,STSPR
PROJ,VERNR
PROJ,VERNA
PROJ,ASTNR
PROJ,ASTNA
PROJ,VBUKR
PROJ,VGSBR
PROJ,VKOKR
PROJ,PRCTR
PROJ,PWHIE
PROJ,ZUORD
PROJ,TRMEQ
PROJ,PLFAZ
PROJ,PLSEZ
PROJ,WERKS
PROJ,KALID
PROJ,VGPLF
PROJ,EWPLF
PROJ,ZTEHT
PROJ,NZANZ
PROJ,PLNAW
PROJ,VPROF
PROJ,PROFL
PROJ,BPROF
PROJ,TXTSP
PROJ,KOSTL
PROJ,KTRG
PROJ,AEDTE
PROJ,AEDTP
PROJ,BERST
PROJ,BERTR
PROJ,BERKO
PROJ,BERBU
PROJ,SPSNR
PROJ,BESTA
PROJ,SCOPE
PROJ,XSTAT
PROJ,TXJCD
PROJ,ZSCHM
PROJ,SCPRF
PROJ,IMPRF
PROJ,FMPRF
PROJ,ABGSL
PROJ,POSTU
PROJ,PPROF
PROJ,PLINT
PROJ,LOEVM
PROJ,INACT
PROJ,KZBWS
PROJ,SMPRF
PROJ,FLGVRG
PROJ,GRTOP
PROJ,PGPRF
PROJ,STORT
PROJ,LOGSYSTEM
PROJ,KZERB
PROJ,PARGR
PROJ,FUNC_AREA
PROJ,VKORG
PROJ,VTWEG
PROJ,SPART
PROJ,DPPPROF
PROJ,VPKSTU
PROJ,PSPID_EDIT
PROJ,VNAME
PROJ,RECID
PROJ,ETYPE
PROJ,OTYPE
PROJ,JIBCL
PROJ,JIBSA
PROJ,SCHTYP
PROJ,SPROG
PROJ,EPROG
PROJ,FERC_IND
PRPS,MANDT
PRPS,PSPNR
PRPS,POSID
PRPS,POST1
PRPS,OBJNR
PRPS,PSPHI
PRPS,POSKI
PRPS,ERNAM
PRPS,ERDAT
PRPS,AENAM
PRPS,AEDAT
PRPS,VERNR
PRPS,VERNA
PRPS,ASTNR
PRPS,ASTNA
PRPS,PBUKR
PRPS,PGSBR
PRPS,PKOKR
PRPS,PRCTR
PRPS,PRART
PRPS,STUFE
PRPS,PLAKZ
PRPS,BELKZ
PRPS,FAKKZ
PRPS,NPFAZ
PRPS,ZUORD
PRPS,TRMEQ
PRPS,KVEWE
PRPS,KAPPL
PRPS,KALSM
PRPS,ZSCHL
PRPS,ABGSL
PRPS,AKOKR
PRPS,AKSTL
PRPS,FKOKR
PRPS,FKSTL
PRPS,FABKL
PRPS,PSPRI
PRPS,EQUNR
PRPS,TPLNR
PRPS,PWPOS
PRPS,WERKS
PRPS,TXTSP
PRPS,SLWID
PRPS,USR00
PRPS,USR01
PRPS,USR02
PRPS,USR03
PRPS,USR04
PRPS,USE04
PRPS,USR05
PRPS,USE05
PRPS,USR06
PRPS,USE06
PRPS,USR07
PRPS,USE07
PRPS,USR08
PRPS,USR09
PRPS,USR10
PRPS,USR11
PRPS,KOSTL
PRPS,KTRG
PRPS,BERST
PRPS,BERTR
PRPS,BERKO
PRPS,BERBU
PRPS,CLASF
PRPS,SPSNR
PRPS,SCOPE
PRPS,XSTAT
PRPS,TXJCD
PRPS,ZSCHM
PRPS,IMPRF
PRPS,EVGEW
PRPS,AENNR
PRPS,SUBPR
PRPS,POSTU
PRPS,PLINT
PRPS,LOEVM
PRPS,KZBWS
PRPS,FPLNR
PRPS,TADAT
PRPS,IZWEK
PRPS,ISIZE
PRPS,IUMKZ
PRPS,ABUKR
PRPS,GRPKZ
PRPS,PGPRF
PRPS,LOGSYSTEM
PRPS,PSPNR_LOGS
PRPS,STORT
PRPS,FUNC_AREA
PRPS,KLVAR
PRPS,KALNR
PRPS,POSID_EDIT
PRPS,PSPKZ
PRPS,MATNR
PRPS,VLPSP
PRPS,VLPKZ
PRPS,SORT1
PRPS,SORT2
PRPS,SORT3
PRPS,VNAME
PRPS,RECID
PRPS,ETYPE
PRPS,OTYPE
PRPS,JIBCL
PRPS,JIBSA
PRPS,CGPL_GUID16
PRPS,CGPL_LOGSYS
PRPS,CGPL_OBJTYPE
PRPS,ADPSP
PRPS,RFIPPNT
PRPS,ZZSOURCE
PRPS,ZZIFRS23
PRPS,FERC_IND
QMUR,MANDT
QMUR,QMNUM
QMUR,FENUM
QMUR,URNUM
QMUR,ERNAM
QMUR,ERDAT
QMUR,AENAM
QMUR,AEDAT
QMUR,URTXT
QMUR,URKAT
QMUR,URGRP
QMUR,URCOD
QMUR,URVER
QMUR,INDTX
QMUR,KZMLA
QMUR,ERZEIT
QMUR,AEZEIT
QMUR,VUKAT
QMUR,VUGRP
QMUR,VUCOD
QMUR,PARVW
QMUR,PARNR
QMUR,BAUTL
QMUR,URMENGE
QMUR,URMGEIN
QMUR,KZLOESCH
QMUR,QURNUM
QMUR,AUTKZ
QMUR,INVOLVPERC
QPCT,MANDT
QPCT,KATALOGART
QPCT,CODEGRUPPE
QPCT,CODE
QPCT,SPRACHE
QPCT,VERSION
QPCT,GUELTIGAB
QPCT,KURZTEXT
QPCT,LTEXTV
QPCT,INAKTIV
QPCT,GELOESCHT
RESB,MANDT
RESB,RSNUM
RESB,RSPOS
RESB,RSART
RESB,BDART
RESB,RSSTA
RESB,XLOEK
RESB,XWAOK
RESB,KZEAR
RESB,XFEHL
RESB,MATNR
RESB,WERKS
RESB,LGORT
RESB,PRVBE
RESB,CHARG
RESB,PLPLA
RESB,SOBKZ
RESB,BDTER
RESB,BDMNG
RESB,MEINS
RESB,SHKZG
RESB,FMENG
RESB,ENMNG
RESB,ENWRT
RESB,WAERS
RESB,ERFMG
RESB,ERFME
RESB,PLNUM
RESB,BANFN
RESB,BNFPO
RESB,AUFNR
RESB,BAUGR
RESB,SERNR
RESB,KDAUF
RESB,KDPOS
RESB,KDEIN
RESB,PROJN
RESB,BWART
RESB,SAKNR
RESB,GSBER
RESB,UMWRK
RESB,UMLGO
RESB,NAFKZ
RESB,NOMAT
RESB,NOMNG
RESB,POSTP
RESB,POSNR
RESB,ROMS1
RESB,ROMS2
RESB,ROMS3
RESB,ROMEI
RESB,ROMEN
RESB,SGTXT
RESB,LMENG
RESB,ROHPS
RESB,RFORM
RESB,ROANZ
RESB,FLMNG
RESB,STLTY
RESB,STLNR
RESB,STLKN
RESB,STPOZ
RESB,LTXSP
RESB,POTX1
RESB,POTX2
RESB,SANKA
RESB,ALPOS
RESB,EWAHR
RESB,AUSCH
RESB,AVOAU
RESB,NETAU
RESB,NLFZT
RESB,AENNR
RESB,UMREZ
RESB,UMREN
RESB,SORTF
RESB,SBTER
RESB,VERTI
RESB,SCHGT
RESB,UPSKZ
RESB,DBSKZ
RESB,TXTPS
RESB,DUMPS
RESB,BEIKZ
RESB,ERSKZ
RESB,AUFST
RESB,AUFWG
RESB,BAUST
RESB,BAUWG
RESB,AUFPS
RESB,EBELN
RESB,EBELP
RESB,EBELE
RESB,KNTTP
RESB,KZVBR
RESB,PSPEL
RESB,AUFPL
RESB,PLNFL
RESB,VORNR
RESB,APLZL
RESB,OBJNR
RESB,FLGAT
RESB,GPREIS
RESB,FPREIS
RESB,PEINH
RESB,RGEKZ
RESB,EKGRP
RESB,ROKME
RESB,ZUMEI
RESB,ZUMS1
RESB,ZUMS2
RESB,ZUMS3
RESB,ZUDIV
RESB,VMENG
RESB,PRREG
RESB,LIFZT
RESB,CUOBJ
RESB,KFPOS
RESB,REVLV
RESB,BERKZ
RESB,LGNUM
RESB,LGTYP
RESB,LGPLA
RESB,TBMNG
RESB,NPTXTKY
RESB,KBNKZ
RESB,KZKUP
RESB,AFPOS
RESB,NO_DISP
RESB,BDZTP
RESB,ESMNG
RESB,ALPGR
RESB,ALPRF
RESB,ALPST
RESB,KZAUS
RESB,NFEAG
RESB,NFPKZ
RESB,NFGRP
RESB,NFUML
RESB,ADRNR
RESB,CHOBJ
RESB,SPLKZ
RESB,SPLRV
RESB,KNUMH
RESB,WEMPF
RESB,ABLAD
RESB,HKMAT
RESB,HRKFT
RESB,VORAB
RESB,MATKL
RESB,FRUNV
RESB,CLAKZ
RESB,INPOS
RESB,WEBAZ
RESB,LIFNR
RESB,FLGEX
RESB,FUNCT
RESB,GPREIS_2
RESB,FPREIS_2
RESB,PEINH_2
RESB,INFNR
RESB,KZECH
RESB,KZMPF
RESB,STLAL
RESB,PBDNR
RESB,STVKN
RESB,KTOMA
RESB,VRPLA
RESB,KZBWS
RESB,NLFZV
RESB,NLFMV
RESB,TECHS
RESB,OBJTYPE
RESB,CH_PROC
RESB,FXPRU
RESB,UMSOK
RESB,VORAB_SM
RESB,FIPOS
RESB,FIPEX
RESB,FISTL
RESB,GEBER
RESB,GRANT_NBR
RESB,FKBER
RESB,PRIO_URG
RESB,PRIO_REQ
RESB,KBLNR
RESB,KBLPOS
